datetime,temperature,humidity,air_quality,gas_status,anomaly
2026-05-26 15:57:21,28.8,63,32,Safe,False
2026-05-26 15:57:25,28.8,63.1,32,Safe,False
2026-05-26 15:57:28,28.8,63.1,32,Safe,False
2026-05-26 15:57:32,28.8,63.1,30,Safe,False
2026-05-26 15:57:35,28.8,63.1,32,Safe,False
2026-05-26 15:57:38,28.8,63.2,32,Safe,False
2026-05-26 15:57:42,28.8,63.3,32,Safe,False
2026-05-26 15:57:45,28.8,63.5,35,Safe,False
2026-05-26 15:57:48,28.8,63.5,33,Safe,False
2026-05-26 15:57:52,28.8,63.3,32,Safe,False
2026-05-26 15:57:55,28.8,63.3,32,Safe,False
2026-05-26 15:57:59,28.8,63.3,31,Safe,False
2026-05-26 15:58:02,28.8,63.3,33,Safe,False
2026-05-26 15:58:06,28.8,63.3,34,Safe,False
2026-05-26 15:58:09,28.8,63.3,31,Safe,False
2026-05-26 15:58:12,28.8,63.5,33,Safe,False
2026-05-26 15:58:15,28.8,63.5,32,Safe,False
2026-05-26 15:58:19,28.8,63.4,33,Safe,False
2026-05-26 15:58:23,28.8,63.3,34,Safe,False
2026-05-26 15:58:26,28.8,63.4,30,Safe,False
2026-05-26 15:58:30,28.8,63.5,33,Safe,False
2026-05-26 15:58:33,28.8,63.5,34,Safe,False
2026-05-26 15:58:36,28.8,63.4,34,Safe,False
2026-05-26 15:58:40,28.8,63.3,33,Safe,False
2026-05-26 15:58:43,28.8,63.3,41,Safe,False
2026-05-26 15:58:47,28.8,63.1,32,Safe,False
2026-05-26 15:58:50,28.8,63,34,Safe,False
2026-05-26 15:58:53,28.8,63,33,Safe,False
2026-05-26 15:58:57,28.8,62.9,34,Safe,False
2026-05-26 15:59:00,28.8,62.9,32,Safe,False
2026-05-26 15:59:04,28.8,62.9,33,Safe,False
2026-05-26 15:59:07,28.8,62.9,36,Safe,False
2026-05-26 15:59:11,28.8,62.9,31,Safe,False
2026-05-26 15:59:15,28.8,62.9,32,Safe,False
2026-05-26 15:59:18,28.8,62.9,36,Safe,False
2026-05-26 15:59:22,28.8,62.9,33,Safe,False
2026-05-26 15:59:25,28.8,62.9,33,Safe,False
2026-05-26 15:59:28,28.8,62.9,35,Safe,False
2026-05-26 15:59:32,28.8,62.9,32,Safe,False
2026-05-26 15:59:35,28.8,62.9,33,Safe,False
2026-05-26 15:59:38,28.8,62.9,34,Safe,False
2026-05-26 15:59:42,28.8,62.9,32,Safe,False
2026-05-26 15:59:46,28.8,62.9,33,Safe,False
2026-05-26 15:59:49,28.8,62.9,33,Safe,False
2026-05-26 15:59:52,28.8,62.9,33,Safe,False
2026-05-26 15:59:56,28.8,62.9,34,Safe,False
2026-05-26 16:00:00,28.8,62.9,33,Safe,False
2026-05-26 16:00:04,28.8,62.9,33,Safe,False
2026-05-26 16:00:07,28.8,62.9,33,Safe,False
2026-05-26 16:00:10,28.8,62.9,33,Safe,False
2026-05-26 16:00:14,28.8,62.9,33,Safe,False
2026-05-26 16:00:18,28.8,62.9,32,Safe,False
2026-05-26 16:00:22,28.8,62.8,36,Safe,False
2026-05-26 16:00:25,28.8,62.8,32,Safe,False
2026-05-26 16:00:28,28.8,62.7,32,Safe,False
2026-05-26 16:00:32,28.8,62.7,32,Safe,False
2026-05-26 16:00:35,28.8,62.7,32,Safe,False
2026-05-26 16:00:38,28.8,62.7,32,Safe,False
2026-05-26 16:00:42,28.8,62.7,32,Safe,False
2026-05-26 16:00:45,28.8,62.6,32,Safe,False
2026-05-26 16:00:48,28.7,62.7,32,Safe,False
2026-05-26 16:00:52,28.8,62.5,11,Safe,True
2026-05-26 16:00:56,28.8,62.5,33,Safe,False
2026-05-26 16:00:59,28.7,62.6,33,Safe,True
2026-05-26 16:01:02,28.7,62.8,32,Safe,True
2026-05-26 16:01:06,28.7,63,31,Safe,True
2026-05-26 16:01:10,28.7,63,33,Safe,False
2026-05-26 16:01:13,28.7,63,30,Safe,True
2026-05-26 16:01:17,28.7,62.9,32,Safe,True
2026-05-26 16:01:20,28.7,62.9,46,Safe,True
2026-05-26 16:01:24,28.7,63,32,Safe,False
2026-05-26 16:01:27,28.7,63,32,Safe,False
2026-05-26 16:01:31,28.7,63.1,25,Safe,True
2026-05-26 16:01:35,28.7,63,29,Safe,True
2026-05-26 16:01:38,28.7,63,35,Safe,True
2026-05-26 16:01:41,28.7,63,34,Safe,False
2026-05-26 16:01:44,28.7,63,32,Safe,False
2026-05-26 16:01:48,28.7,63,39,Safe,True
2026-05-26 16:01:51,28.7,63.1,35,Safe,True
2026-05-26 16:01:54,28.7,63.3,30,Safe,True
2026-05-26 16:01:57,28.7,63.4,32,Safe,True
2026-05-26 16:02:01,28.7,63.2,33,Safe,True
2026-05-26 16:02:05,28.7,63.2,32,Safe,True
2026-05-26 16:02:08,28.7,63.1,33,Safe,False
2026-05-26 16:02:12,28.7,63.1,32,Safe,False
2026-05-26 16:02:15,28.8,62.9,33,Safe,False
2026-05-26 16:02:19,28.7,63.1,33,Safe,False
2026-05-26 16:02:23,28.7,63.1,32,Safe,False
2026-05-26 16:02:26,28.7,63.1,33,Safe,False
2026-05-26 16:02:30,28.8,63,32,Safe,False
2026-05-26 16:02:34,28.8,63,33,Safe,False
2026-05-26 16:02:38,28.8,63,33,Safe,False
2026-05-26 16:02:41,28.8,63.1,32,Safe,False
2026-05-26 16:02:45,28.8,63,32,Safe,False
2026-05-26 16:02:49,28.8,63,33,Safe,False
2026-05-26 16:02:52,28.8,63,33,Safe,False
2026-05-26 16:02:55,28.8,63,32,Safe,False
2026-05-26 16:02:59,28.8,63,34,Safe,False
2026-05-26 16:03:03,28.8,64.3,33,Safe,False
2026-05-26 16:03:06,28.8,66.3,33,Safe,False
2026-05-26 16:03:09,28.8,66.2,33,Safe,False
2026-05-26 16:03:12,28.8,65.7,35,Safe,False
2026-05-26 16:03:15,28.8,65.2,65,Safe,True
2026-05-26 16:03:19,28.9,64.7,33,Safe,False
2026-05-26 16:03:22,28.8,64.4,32,Safe,False
2026-05-26 16:03:26,28.8,64.1,33,Safe,False
2026-05-26 16:03:29,28.9,63.8,31,Safe,False
2026-05-26 16:03:32,28.8,63.5,30,Safe,False
2026-05-26 16:03:35,28.8,63.4,32,Safe,False
2026-05-26 16:03:38,28.8,63.3,28,Safe,False
2026-05-26 16:03:42,28.8,63.2,32,Safe,False
2026-05-26 16:03:46,28.8,63.1,28,Safe,False
2026-05-26 16:03:49,28.8,63.1,30,Safe,False
2026-05-26 16:03:53,28.8,63,32,Safe,False
2026-05-26 16:03:56,28.8,63,34,Safe,False
2026-05-26 16:04:00,28.8,63,32,Safe,False
2026-05-26 16:04:04,28.8,62.9,31,Safe,False
2026-05-26 16:04:07,28.8,62.9,31,Safe,False
2026-05-26 16:04:11,28.8,62.9,30,Safe,False
2026-05-26 16:04:14,28.8,62.9,32,Safe,False
2026-05-26 16:04:17,28.8,62.9,26,Safe,False
2026-05-26 16:04:21,28.8,62.8,32,Safe,False
2026-05-26 16:04:24,28.8,62.8,34,Safe,False
2026-05-26 16:04:28,28.8,62.8,35,Safe,False
2026-05-26 16:04:31,28.8,62.7,0,Safe,True
2026-05-26 16:04:35,28.8,62.7,27,Safe,False
2026-05-26 16:04:38,28.8,62.7,30,Safe,False
2026-05-26 16:04:41,28.8,62.7,32,Safe,False
2026-05-26 16:04:45,28.8,62.7,33,Safe,False
2026-05-26 16:04:48,28.8,62.7,30,Safe,False
2026-05-26 16:04:51,28.8,62.6,29,Safe,False
2026-05-26 16:04:55,28.8,62.5,33,Safe,False
2026-05-26 16:04:59,28.8,62.5,32,Safe,False
2026-05-26 16:05:02,28.8,62.5,32,Safe,False
2026-05-26 16:05:05,28.8,62.4,30,Safe,False
2026-05-26 16:05:09,28.8,62.4,35,Safe,False
2026-05-26 16:05:12,28.8,62.4,31,Safe,False
2026-05-26 16:05:16,28.8,62.4,32,Safe,False
2026-05-26 16:05:19,28.8,62.4,33,Safe,False
2026-05-26 16:05:22,28.8,62.4,33,Safe,False
2026-05-26 16:05:26,28.8,62.4,31,Safe,False
2026-05-26 16:05:29,28.8,62.4,33,Safe,False
2026-05-26 16:05:32,28.8,62.4,30,Safe,False
2026-05-26 16:05:35,28.8,62.4,30,Safe,False
2026-05-26 16:05:39,28.8,62.4,32,Safe,False
2026-05-26 16:05:42,28.8,62.4,31,Safe,False
2026-05-26 16:05:46,28.8,62.2,32,Safe,False
2026-05-26 16:05:49,28.8,62.2,32,Safe,False
2026-05-26 16:05:53,28.8,62.2,32,Safe,False
2026-05-26 16:05:56,28.8,62.3,31,Safe,False
2026-05-26 16:06:00,28.8,62.3,33,Safe,False
2026-05-26 16:06:03,28.8,62.4,33,Safe,False
2026-05-26 16:06:07,28.8,62.4,48,Safe,False
2026-05-26 16:06:10,28.8,62.4,0,Safe,True
2026-05-26 16:06:13,28.8,62.4,32,Safe,False
2026-05-26 16:06:17,28.8,62.4,30,Safe,False
2026-05-26 16:06:20,28.8,62.4,29,Safe,False
2026-05-26 16:06:23,28.8,62.4,31,Safe,False
2026-05-26 16:06:26,28.8,62.5,29,Safe,False
2026-05-26 16:06:30,28.8,62.7,26,Safe,False
2026-05-26 16:06:34,28.8,62.7,31,Safe,False
2026-05-26 16:06:38,28.8,62.7,30,Safe,False
2026-05-26 16:06:41,28.8,62.6,32,Safe,False
2026-05-26 16:06:44,28.8,62.6,32,Safe,False
2026-05-26 16:06:48,28.8,62.7,35,Safe,False
2026-05-26 16:06:51,28.8,62.7,30,Safe,False
2026-05-26 16:06:54,28.8,62.7,30,Safe,False
2026-05-26 16:06:58,28.8,62.7,31,Safe,False
2026-05-26 16:07:01,28.8,62.7,31,Safe,False
2026-05-26 16:07:04,28.8,62.6,29,Safe,False
2026-05-26 16:07:08,28.8,62.6,33,Safe,False
2026-05-26 16:07:11,28.8,62.5,31,Safe,False
2026-05-26 16:07:14,28.8,62.5,29,Safe,False
2026-05-26 16:07:18,28.8,62.5,31,Safe,False
2026-05-26 16:07:22,28.8,62.5,30,Safe,False
2026-05-26 16:07:25,28.8,62.5,29,Safe,False
2026-05-26 16:07:28,28.8,62.5,32,Safe,False
2026-05-26 16:07:31,28.8,62.4,29,Safe,False
2026-05-26 16:07:35,28.8,62.3,30,Safe,False
2026-05-26 16:07:39,28.8,62.2,32,Safe,False
2026-05-26 16:07:42,28.8,62.2,34,Safe,False
2026-05-26 16:07:46,28.8,62.2,30,Safe,False
2026-05-26 16:07:49,28.8,62.2,33,Safe,False
2026-05-26 16:07:53,28.8,62.1,30,Safe,False
2026-05-26 16:07:56,28.8,62.2,32,Safe,False
2026-05-26 16:07:59,28.8,62.2,29,Safe,False
2026-05-26 16:08:02,28.8,62.2,29,Safe,False
2026-05-26 16:08:06,28.8,62.2,29,Safe,False
2026-05-26 16:08:09,28.8,62.1,30,Safe,False
2026-05-26 16:08:12,28.8,62.1,30,Safe,False
2026-05-26 16:08:16,28.8,62.1,30,Safe,False
2026-05-26 16:08:19,28.8,62.1,30,Safe,False
2026-05-26 16:08:23,28.8,62.1,29,Safe,False
2026-05-26 16:08:26,28.8,62.1,30,Safe,False
2026-05-26 16:08:30,28.8,62.1,30,Safe,False
2026-05-26 16:08:34,28.8,62,29,Safe,False
2026-05-26 16:08:38,28.8,62,30,Safe,False
2026-05-26 16:08:41,28.8,62,29,Safe,False
2026-05-26 16:08:45,28.8,62,28,Safe,False
2026-05-26 16:08:49,28.8,62.1,30,Safe,False
2026-05-26 16:08:52,28.8,62.2,28,Safe,False
2026-05-26 16:08:55,28.8,62.2,30,Safe,False
2026-05-26 16:08:58,28.8,62.2,30,Safe,False
2026-05-26 16:09:02,28.8,62.3,29,Safe,False
2026-05-26 16:09:05,28.8,62.3,32,Safe,False
2026-05-26 16:09:09,28.8,62.3,30,Safe,False
2026-05-26 16:09:12,28.8,62.4,27,Safe,False
2026-05-26 16:09:16,28.8,62.4,32,Safe,False
2026-05-26 16:09:19,28.8,62.4,31,Safe,False
2026-05-26 16:09:23,28.8,62.4,29,Safe,False
2026-05-26 16:09:26,28.8,62.4,29,Safe,False
2026-05-26 16:09:30,28.8,62.4,31,Safe,False
2026-05-26 16:09:33,28.8,62.3,31,Safe,False
2026-05-26 16:09:37,28.8,62.7,30,Safe,False
2026-05-26 16:09:40,28.8,62.6,23,Safe,False
2026-05-26 16:09:44,28.8,62.5,31,Safe,False
2026-05-26 16:09:47,28.8,62.4,30,Safe,False
2026-05-26 16:09:50,28.8,62.3,29,Safe,False
2026-05-26 16:09:54,28.8,62.2,29,Safe,False
2026-05-26 16:09:57,28.8,62.2,30,Safe,False
2026-05-26 16:10:01,28.8,62.2,33,Safe,False
2026-05-26 16:10:05,28.8,62.1,29,Safe,False
2026-05-26 16:10:08,28.8,62.1,29,Safe,False
2026-05-26 16:10:12,28.8,62.1,29,Safe,False
2026-05-26 16:10:15,28.8,62.1,30,Safe,False
2026-05-26 16:10:18,28.8,62.2,27,Safe,False
2026-05-26 16:10:22,28.8,62.1,29,Safe,False
2026-05-26 16:10:25,28.8,62.1,30,Safe,False
2026-05-26 16:10:29,28.8,62.1,28,Safe,False
2026-05-26 16:10:33,28.8,62.1,31,Safe,False
2026-05-26 16:10:36,28.8,62.2,29,Safe,False
2026-05-26 16:10:39,28.8,62.2,29,Safe,False
2026-05-26 16:10:42,28.8,62.2,30,Safe,False
2026-05-26 16:10:46,28.8,62.3,32,Safe,False
2026-05-26 16:10:49,28.8,62.3,30,Safe,False
2026-05-26 16:10:53,28.8,62.3,30,Safe,False
2026-05-26 16:10:56,28.8,62.3,29,Safe,False
2026-05-26 16:10:59,28.8,62.3,30,Safe,False
2026-05-26 16:11:02,28.7,62.4,26,Safe,False
2026-05-26 16:11:05,28.8,62.3,28,Safe,False
2026-05-26 16:11:09,28.8,62.4,31,Safe,False
2026-05-26 16:11:12,28.8,62.3,27,Safe,False
2026-05-26 16:11:15,28.8,62.4,30,Safe,False
2026-05-26 16:11:19,28.8,62.4,30,Safe,False
2026-05-26 16:11:22,28.8,62.4,29,Safe,False
2026-05-26 16:11:25,28.8,62.3,29,Safe,False
2026-05-26 16:11:29,28.8,62.4,29,Safe,False
2026-05-26 16:11:32,28.8,62.3,31,Safe,False
2026-05-26 16:11:36,28.8,62.2,29,Safe,False
2026-05-26 16:11:39,28.8,62.2,29,Safe,False
